,CL:0000084,CL:0000233,CL:0000236,CL:0000623,CL:0000763,CL:0000786,CL:0000624,CL:0000625,CL:0000785,CL:0000787,CL:0000788,CL:0000794,CL:0000798,CL:0000815,CL:0000895,CL:0000900,CL:0000904,CL:0000905,CL:0000909,CL:0000938,CL:0000939,CL:0000940,CL:0001054,CL:0001065,CL:0002394,CL:0002396,CL:0002399,CL:0011024,CL:0000037,CL:0000934,CL:0002010,CL:0000784
CL:0000938,0.2834577840851446,0.8992097503024031,0.4738715579617999,0.20756018450885552,0.6453658315677199,0.36511609227582464,0.3112981731911942,0.22544181722681217,0.4692128831630294,0.4443464503659678,0.467379714573522,0.22506662199193728,0.17164227027741866,0.30653816231926106,0.3267376143799424,0.3310292440663366,0.31433365021205495,0.27079530156739695,0.22271256863962013,0.0,0.185454507192463,0.20613391667901118,0.6182180163658835,0.25575508306279626,0.5066804300327004,0.590178200903027,0.5604797533568973,0.27421991479544977,0.30210547376660996,0.20430472512321998,0.5188504983281493,0.4535226060252332
CL:0000939,0.3905018728960339,0.9198669758461273,0.5648947651711772,0.14621930392711563,0.6994846475448726,0.4498438492492352,0.42531445689195363,0.29582420807015225,0.550874751084753,0.5347630860017993,0.5515399783561865,0.20452048415972485,0.22279225646431172,0.42070374171853425,0.43452609283841,0.43407684655933504,0.42740932449161456,0.3903743856604495,0.32161537510482874,0.19173439771836687,0.0,0.3165434506499618,0.6689247568307067,0.37003804830754355,0.587275263903521,0.6390689543811248,0.6287574929096164,0.38531444865442743,0.40508785217093735,0.2449732031687184,0.599072098442438,0.5274726975268451
CL:0000940,0.1972156865204569,0.8851163800582895,0.46533149668285695,0.2849600144480178,0.6436460802325953,0.3291456314044809,0.22108690261011035,0.15498013169641447,0.46462024716665223,0.4332642350220566,0.4619536186781772,0.24389716031375733,0.15033608213757962,0.22379518878097943,0.2506764545995483,0.2512647458608397,0.2234476987297022,0.150043126978908,0.11743460304457878,0.2034241807463454,0.3023653059942365,0.0,0.6142203455084257,0.21113491258791786,0.5114104733914395,0.5943863553179839,0.5659685882951125,0.19240202181856128,0.26363353291608244,0.17571948454465916,0.5330444742920994,0.4867461023307133
CL:0001054,0.7222428216037869,0.9962819211941852,0.6862920585479719,0.7473850177063278,0.12241195468069163,0.6865093704942835,0.6815919707424245,0.6905969620657799,0.6485999200663942,0.6548972118473622,0.6699131506504339,0.7101276582770609,0.6970418912401402,0.6708432942261244,0.691858288298976,0.6936011339214927,0.6802158790955564,0.6756498741435037,0.6834197257499954,0.6818742691566281,0.7153300938262507,0.6863703863387665,0.0,0.6448936449754019,0.4996316977976347,0.34036299898113687,0.30085419940278474,0.6879705154363953,0.5761102111400498,0.7082310489442756,0.4647767344662792,0.6465710550119074
CL:0001065,0.19104470109810004,0.8673637877761218,0.3760132557399602,0.34143474808510443,0.5873253648887715,0.2541559855959987,0.144481886860584,0.2162717483718249,0.36650245774054463,0.34073653260007214,0.3731824949117855,0.31907615481748314,0.2613802822362677,0.13658947290554319,0.17397440839616585,0.2040096699278669,0.1421264868452879,0.1472391293424536,0.23527004853163225,0.24643432259153755,0.3468285246590893,0.2068150197878763,0.5597192574794587,0.0,0.4170221289260387,0.5249399358576874,0.48274992208483325,0.16076755535749176,0.1680889062488825,0.25147436356171815,0.42481237128285754,0.3724741372920718
CL:0002010,0.5636809633587723,0.9329682972193676,0.40202134592287586,0.6058856777362915,0.4069515360665671,0.48758041520508283,0.5283873200325605,0.5341111467754093,0.3474501946420678,0.37551457694652685,0.39951675590858454,0.5619111132969515,0.5517884032059154,0.4990507253497893,0.5463394117038479,0.5514844785988802,0.5290446556930711,0.5201921800099234,0.5115917065802532,0.5290245871130338,0.5895164447521326,0.5502113221685736,0.4282364619206731,0.45304505418150476,0.10806531551475437,0.3871380461616448,0.1491050921698414,0.46790731002268393,0.3698163764417102,0.5506715781819047,0.0,0.26925171417496563
CL:0002394,0.5444432353805508,0.9263953798200951,0.3545011328031884,0.600154892559539,0.446121301650523,0.48407161725862513,0.5027153546231001,0.5026002472620427,0.3082022239294031,0.32211129772372726,0.3485242981665226,0.5347385785354912,0.5305275062536133,0.47637036543304523,0.525196362596898,0.5270956624284834,0.5057777359108022,0.5005118332612979,0.48587477327812245,0.5155604940502917,0.5790944470903477,0.5262903842283387,0.4569129466055297,0.445907138025847,0.0,0.4187069783313802,0.18770871599155112,0.4590331941440802,0.3496414715482487,0.5237324927863932,0.10784566532461146,0.29948971856096884
CL:0002396,0.6739754296803986,0.9707430758087762,0.6287043220721531,0.6974067525772071,0.29739889389657004,0.6363971571922041,0.6368005234965763,0.642091995327443,0.58223583876676,0.5980394558601526,0.6158536167267203,0.6611186850828245,0.6525107880199242,0.621895037026327,0.6476578635103805,0.6486502608022848,0.634494531335898,0.6317197985272944,0.6364794688266616,0.6325116298695985,0.6639762906355148,0.6458174718786241,0.3307974220909529,0.5880335157689113,0.4463311997495487,0.0,0.3104679112706977,0.6286899580287248,0.5038175391407147,0.6615770291183986,0.41037389607053765,0.5757626979556862
CL:0002399,0.6241575494272718,0.9530904106608754,0.50349254333311,0.6617476405812901,0.26460193846115715,0.5657437868867674,0.588815635785359,0.5913243007848611,0.45756472475804516,0.47682430236208767,0.4978485561077305,0.6167505910308237,0.60482816370352,0.5660721563414133,0.6064144693561939,0.6092871920745864,0.5888618193205577,0.5803342281983755,0.5756909684874332,0.586382824306495,0.6378216325937381,0.6002204250865222,0.28499836674573237,0.5285076205794977,0.1949292385161517,0.3025084434456586,0.0,0.5587598115507793,0.44455350421574114,0.6091361675788394,0.1553553877480905,0.40341477027317885
CL:0011024,0.15628647147054087,0.8607630487738591,0.38289419346646897,0.35357797376948885,0.6313631768305689,0.23457622869066191,0.13313559418190385,0.17595955489683418,0.38063189156119714,0.3441445542981607,0.37785648065112803,0.294055198236595,0.25236693804210575,0.12277640420580857,0.14620901164282646,0.16127209978149715,0.13939396240556487,0.13231518103794496,0.18457645336527131,0.2640501498897657,0.3610982784027023,0.18757965630971724,0.6009486998243116,0.16137087142671896,0.4410224669486439,0.5673398979882451,0.519151793679872,0.0,0.18880848337329967,0.23283431227713913,0.4435884196066207,0.419474048604819
