,CL:0000057,CL:0000084,CL:0000115,CL:0000182,CL:0000232,CL:0000235,CL:0000576,CL:0000775,CL:0000786,CL:0000814,CL:0002538,CL:1000398,CL:2000055,CL:0000064,CL:0000097,CL:0000151,CL:0000160,CL:0000192,CL:0000236,CL:0000319,CL:0000624,CL:0000625,CL:0000646,CL:0002320,CL:0005006,CL:1000329,CL:1000330,CL:0000037,CL:0000049,CL:0000094,CL:0000233,CL:0000767,CL:0000784,CL:0000787,CL:0000788,CL:0000860,CL:0000875,CL:0000895,CL:0000897,CL:0000908,CL:0000921,CL:0000980,CL:0002394,CL:0000499,CL:0000815,CL:0000841,CL:0000909,CL:0001044,CL:0001050,CL:0001065,CL:0002393,CL:0002399,CL:0000068,CL:0000185,CL:0000492,CL:0000669,CL:0002138,CL:0002503,CL:0002623,CL:0009005,CL:0000900,CL:0000066,CL:0000312,CL:0000738,CL:0002144,CL:0002543,CL:0002573,CL:0002673,CL:1000413,CL:0000359,CL:0002326,CL:4006000,CL:0000067,CL:0002149,CL:0002366,CL:0000034,CL:0000114,CL:0000129,CL:0000136,CL:0000148,CL:0000287,CL:0000451,CL:0000575,CL:0000636,CL:0000681,CL:0000748,CL:0000764,CL:0002303,CL:0002363,CL:0002585,CL:0002586,CL:1000432,CL:1000436,CL:0000134,CL:0000186,CL:0000187,CL:0000188,CL:0000453,CL:0000794,CL:0000038,CL:0000746,CL:0002548,CL:0010008,CL:0000169,CL:0000171,CL:0000763,CL:0002064,CL:0002079,CL:0002275,CL:0002410,CL:0000019,CL:0000158,CL:0002340,CL:0002341,CL:0000077,CL:0000189,CL:0000190,CL:0000388,CL:0002139,CL:0008011,CL:0000807,CL:0000808,CL:0000823,CL:0000893,CL:0000894,CL:0002038,CL:0002365,CL:0002677,CL:1001428,CL:0000131,CL:0000584,CL:0002071,CL:0002250,CL:0009009,CL:0009011,CL:0009016,CL:0019032,CL:1000320,CL:1001516,CL:0000071,CL:0002062,CL:0002063,CL:0002370,CL:0002598,CL:0017000,CL:1000271,CL:1000331,CL:2000016,CL:0009012,CL:0009017,CL:1000334,CL:1000343,CL:1000495,CL:1001589,CL:0002518
CL:0000071,0.6975953516258672,,,,,0.6139804926323307,,0.7012948441908967,0.5602922738111781,0.6438340341576744,,,,,,,,0.6143424155593736,0.5775152260327362,,0.5989394439070352,0.6523280717797882,0.6158473615296409,,,,,,,,,0.6840684743970044,0.585573242062422,,,0.6415836015307681,0.5785125148526514,,,,,,,,,,,0.6336816168274565,0.6475475398972321,,0.6117969411288814,,,,,0.5503407928399227,0.3275301621678331,0.8208169413588663,,,,,,,0.482575386140767,0.21004195685436344,,,0.3331912842372882,0.5884111307430957,,,,,,,,,,,,0.5861964320611284,,,,,,,,,,,,,0.5526250330867348,,,,,,,,,,,,,,,,,0.6223270225253478,,,0.6936389288747499,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.5439728420127355,0.6146919506392013,0.6979015737878552,0.5358389095553008,0.5464671266701359,0.5903142620686608,0.6567247463911894,0.11601699299805851,,,,,,,
CL:0000077,0.4822164528087053,0.3568339101269328,,,0.3381598288708393,0.6186012870861833,0.8559946451064283,0.57282935171527,0.5601187332090664,0.5558092345431118,,,,,0.44183973271862753,,,0.2934224366969721,0.48933523056467665,,0.4335622973075042,0.5170979736721449,0.4021294592937073,,,,,,,,,0.5755081886154048,0.42271241020210526,0.5487440819871942,0.5639181934026072,0.5168606073949026,0.4133641201656575,,,,,,,,,,,0.5172131902094556,0.5396779074242397,0.5439133982848277,0.46984306706322443,,,,0.5061227841750308,0.3416256103083897,0.3134063988920836,0.5779788073244404,,,,,,,0.5161006325804699,0.5757261465157819,,,0.4677664247956346,0.5685115255558277,,,,,,,,,,,,0.584492956515852,,,,,,,,,,,,0.25339988869139757,0.27021336394121986,,,,0.6630288530551429,,,,,,,,,,,,,0.38899863438768334,,,0.0,0.7971543566414939,0.5527220712937853,0.2864463382421615,0.29350147460933285,0.14443183906258844,0.5246618993977172,0.5248284242902246,0.5367608368157589,0.4945695499534512,0.5835889082964679,0.5154607994396585,0.10860946349481032,0.5137613800433363,,,,,,,,,,,,0.5628855949077055,0.32462966930747483,0.34104867658431604,0.48675605071928774,0.41867199774754676,0.3313573475495996,0.3623747121740001,0.4233109894728382,0.591773719281552,,,,,,,
CL:0000084,0.6508475126095571,0.0,0.5830508335956064,0.3690623289434836,0.6106358863234378,0.6255561484374813,0.5124668635768976,0.618490533190853,0.48235604742366167,0.1946251240825309,0.3795395177426915,0.670890452717731,0.3480578490062349,0.757582750849517,0.4204619980427486,0.6391205587455436,0.7945814372663961,0.6332689920211187,0.30445930496518925,0.714436466134798,0.2518252327407835,0.22065593404223371,0.6261113174923248,0.7213618531942054,0.4440707969997415,0.7422930749394228,0.7156684572374952,0.24833012749610728,0.268650244950403,0.30133132316446143,0.7184881934631279,0.2315770392378357,0.2890404102989585,0.2994357919738221,0.3725656838636601,0.5519219932242329,0.5195514901529976,0.16465096688058314,0.14381007640323046,0.25103362446642724,0.17555284993723339,0.5349668437986743,0.5107616263845948,0.6609189962019733,0.11905588547421292,0.2326630466227977,0.12274935316246705,0.026404864352369797,0.19606217316394392,0.0846507237111487,0.8093186184116586,0.7564304051298475,0.35695198455998106,0.5485971587377579,0.10685156444067376,0.6754729592870726,0.5336140182147218,0.8645026540416247,0.2844975497523455,0.42320176410617133,0.15612663454685904,0.60274844951955,,0.29206719615268223,0.37475320766238207,0.5971484970843836,,,0.5697291462113744,0.8344246321053808,0.7174314432029956,0.9217402002958931,0.7318645327996175,0.7407642596583597,0.822190828146813,0.6763326922857451,0.7577098685520962,0.7745909485228613,0.6891265719424142,0.5873259914281307,0.7812238361458631,0.22024711967437818,0.715107824148661,0.8615747990982071,0.6858417260828382,0.6926030473038535,0.694326140230289,0.7208870666830969,0.8638072722332127,0.8186425565886154,0.8779382368232261,0.702114606850843,0.8353743719767998,0.5300635396438773,0.5564458095180866,0.6109901043120923,0.6015505531248023,0.7041293264111578,0.07958925915888213,0.6173954428025634,,,,0.38547239306025216,0.3718574229890509,0.5243298507762352,0.39130298304646016,0.35536642316435973,0.39736062121642735,0.5416311074762,0.6404762809702302,0.6439757526789427,0.7232944364916659,0.6816960507593952,0.3857081528792417,0.8776394125338004,0.8975919555928004,0.47797199436203586,0.44728401156214437,0.4040048952441927,,,,,,,,,0.4254970766213099,,,,,,,,,,,,,,,,,,,,,,,,,,
CL:0000094,,0.33927128370255105,,,0.6369141928792852,0.2655091472118882,0.2093175007075364,0.5646759952174019,0.675194697255824,0.311466033259783,,,,,,,,,,,0.297055889658033,0.3052789129629119,,,,,,0.2313633040854337,0.22934487050978764,0.0,0.8089514530433365,0.31724815229153114,0.3909872575717041,0.4696574538420289,0.5992715391325053,0.33395006658784576,0.4782271076541501,0.3686740707181214,0.3466464384770789,0.413006468451412,0.4070852080898714,0.5001340912278587,0.32286930573817296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3320329119858024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL:0000097,0.6504720731260416,0.44035301259623055,0.66533956414677,,0.570296944576567,0.6099886181579716,0.5864585207438713,0.590857937073219,0.5778543853319763,0.48755720760630705,,,,0.6873664212406994,0.0,0.5127022876835245,0.5972522732398456,0.6509068881011358,0.4061586571600767,0.6367694309488561,0.2324124942883739,0.3251259912784675,0.58946792999449,0.640648783911685,0.3108086679154726,0.685555493751514,0.6500046123649899,0.38193003085948035,,,,,0.6035561953795461,0.590897381649315,0.5908004726990747,0.7455357509461755,0.6422753799614617,0.6329495094540251,0.6122890282379168,,0.319599362159354,,0.7486540718583451,0.6293147986709047,0.6247032121406448,0.39359888966068124,0.6181705023305613,0.3604511345438887,0.36745800684860946,0.34096136723349535,0.6991809064372314,0.7772941572281645,,,0.5322009982619594,0.6507589323681799,0.5001558004547615,,,,0.9018862277509614,0.6122173315698881,,0.2104160567130679,0.509684583542735,0.616025480762444,,,0.49180408063901015,0.6558252916205821,0.5368218151660826,0.7831528284795263,,,,0.46528120332223716,0.5468063967768825,0.5825373120560691,0.3859977375955545,0.7134144007856684,0.6809813890009349,0.3257205829142309,0.5464198174230952,0.7737658231249256,0.49626726837700225,0.5264169442450676,0.45756154817546346,0.5389178848789568,0.7212338929068621,0.6419791098644445,0.7890945905412335,0.5157539126427415,0.5694275125171423,0.42290160823920375,0.6791481517695238,0.9156123417979677,0.8924429332992544,0.9416915177740883,0.6763400723449917,0.4772388531012423,,,,1.0,1.0,0.7593123409532246,1.0,1.0,1.0,1.0,0.43409044704131605,0.46268509748056336,0.6349164210281836,0.46341872689651026,0.3897753940665737,0.8621071264068105,0.7028380318723078,0.4071665249691568,0.3573792367573161,0.3422627995999862,0.30170670304655695,0.2888102383422566,0.14091934153205568,0.23329570346763884,0.39500077084168667,0.2030160336103185,0.5256049027274708,0.24271710037662952,0.6830882796814159,0.45325626703069977,0.4804455301261449,0.27265115985962773,0.4698353829900406,0.3951750416573141,0.2975763726868606,0.3217968853376668,0.3075164436649378,0.5467791941313975,0.3876387127872998,,,,,,,,,,0.5187685456916366,0.5840344158466622,0.4559310029361023,0.6031302534638103,0.7180595059403537,0.7837597257634122,
CL:0000114,0.43816129024629846,0.6547942696443972,0.49805165830966325,,,0.7531837442021154,0.6714547983124576,,0.4887482482200289,,,,,,0.5257392618196735,,,,0.48887331959073077,,0.4075965322152861,0.5243719746620481,,,,,,,,,,,,,,,,,,,,,,0.7557455749291997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33931354685683734,0.0,0.7586926743768934,0.4637629340632526,0.4968196816244753,0.6807353978046665,0.683112169885443,0.4060855821320413,0.718662369239131,0.3572865265941904,0.4736023976702937,0.4844239851041417,0.28771192486653296,0.6256106882959885,0.35946871427931454,0.7357546273684639,0.4005508931270701,0.6027375703783282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL:0000115,0.5667822996475004,0.5965783354599349,0.0,0.4696166309670508,0.7620678925495254,0.6365224757685778,0.6329488893501835,0.6561650259604266,0.5139287872412395,0.5853218353461217,0.49649724450291205,0.6670241490313009,0.2904651718076605,0.7494248025872664,0.6731291128833623,0.6631096501554663,0.7677297461252172,0.497452877786049,0.5734747547888984,0.7136855283714171,0.639850531561009,0.6650746048692167,0.5825034239420743,0.6266032166599769,0.5208980786422781,0.7678962573242905,0.7221484257333111,0.20068110513934,,,0.1274961511133988,,0.38257522841477587,0.4142371394691309,0.45554207955344805,0.45267364002567634,0.490288060287064,0.3825374302301287,0.39451836958904235,,0.2912491290276542,,0.47018294195828975,0.6114482344554318,0.40091436688679877,0.24005140327507035,0.41813814314539294,0.30662137721143357,0.38148046755463805,0.28335013910983775,0.4598975845931753,0.5518613524088262,0.5535917651507729,0.6104186955364532,0.6284068224028485,0.49449609631900066,0.23904523577746883,0.8215450039442824,0.550811119244463,0.5688560824774584,0.4541656145146833,0.6426686041743178,,0.6597050353485538,,,,,0.15188478996221147,0.6363048173814652,,,0.7709107173120768,0.7317323031234371,0.6191734226396142,0.7511845855189376,0.6218042484188876,0.9472076245523201,0.7079221644637482,0.5520073058881826,0.8643792104796302,0.8273006002211023,0.7295818995243356,0.8437907372343214,0.7645214818363694,0.7791469911306276,0.8578627971174009,0.43389351356371597,0.5312477955507243,0.6106916914053002,0.722725817940858,0.8114514391809969,0.6169355825816853,0.3785084463824766,0.3946440468477432,0.6094532579776021,0.5630078913063443,0.8391396627865132,0.6433662513409648,0.8116760612191815,,,,0.3490802394302653,0.3351785770981254,0.6023167792395153,0.34913101727902335,0.27053557252667304,0.3805897341596125,0.4381443224485826,0.8053845905867483,0.7905558713028918,0.8596007963391633,0.7601697849807459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5740244291219888
CL:0000129,1.0,0.8822841015851848,1.0,,,0.21025304161051164,0.3383710205662558,,0.9553233929092205,,,,,,0.7382350849174008,,,,0.738678915030437,,1.0,0.9568334016534954,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,0.8368073877549677,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9322353964568045,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL:0000131,0.46509770918924626,,,,,,0.47091040243462023,0.493574486387943,0.6869461154351413,,,,,,0.43680496470778324,,0.537145567031012,,0.5105466067741918,,0.4608434158007887,0.49195135961775105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.5263448642077875,0.4666291786712037,0.544255871689478,0.541683018775628,0.4889304796731975,0.47355319846927285,0.46497057802269837,0.591898214033173,0.42404172475136603,,,,,,,,,,0.545481952941669,0.6352191039251376,0.5350874228098572,0.5460091108660684,0.7308333737316464,0.7483997037819545,
CL:0000134,0.10399281606609385,0.5306408728482523,0.3854079610198962,,0.317238075892857,0.5966625409226958,,0.9130305925286593,0.41382247075779643,0.5971001664045769,,,,,0.4426225093977314,,,0.4142327541033536,0.5044915985287675,,0.49338695117006587,0.5052424539752258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34555126911630085,0.24193384198493453,,,,,,,0.549795742508597,0.33101601019376536,,,,0.35353638405066945,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.41679915141633883,,,,,,,,,,,,,,,,,,,,0.26773822814373915,0.8558457728938724,0.877385023495373,0.08683191423185505,0.3836342362681789,0.29813366129095087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL:0000136,0.5593903254281571,0.6006177169968493,0.571878055295168,,,0.7234105170859124,0.6454375948330116,,0.1485352017865973,,,,,,0.374299114755827,,,,0.36999341299776284,,0.2601834956950219,0.43949203766976735,,,,,,,,,,,,,,,,,,,,,,0.4779260027759566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31833432145992274,0.46772787293663765,0.7651791135824447,0.0,0.4905786935025947,0.6191418893961759,0.5619521268939441,0.4320251678708502,0.6949865686158785,0.37186734018688233,0.3932385710561931,0.24738355519879168,0.43402706214955805,0.6366636157504685,0.6037023531899448,0.7150505876721971,0.3924469834381714,0.39266366514878154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL:0000148,0.533898892699491,0.5808851253985081,0.5048492393240052,,,0.8175943100460317,0.7513700143128376,,0.4555861777905392,0.4644022657456222,,,,,0.6792730075791313,,,0.4460451528911872,0.6364778338808483,,0.4933088448824837,0.6168955896546927,,,,,,,,,,,,0.3789149241718646,0.3146445597036929,,,0.44597113262773336,0.4548664435529621,,,,0.7911169856259289,0.6224817455912671,0.45491719279334825,,0.46597679497767025,,,,,0.8533675584042808,,,0.43701393788595727,,,,,,0.5146182583912952,0.4482184893427889,,,,,,,,,,,,,,0.4976872973239206,0.5452218618378065,0.8326075793413095,0.5338090536231134,0.0,0.7077129502893171,0.7526358168265622,0.5809010596805039,0.7019790304716758,0.49778016851405693,0.4995416938351972,0.5919896183247675,0.35524193854048136,0.6912449608825078,0.7155910890998638,0.383426207850795,0.5189477240454627,0.6074162156915107,,,0.4538796646254269,0.4154542069772829,0.8146322132574823,0.46796829539900087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL:0000151,0.6843193538748156,0.6431247436765282,0.6423543651115019,,,0.722620299518537,,0.7995596076193996,0.6425791660229493,,,,,0.5751691511927606,0.5373280849057104,0.0,0.4232115715482797,0.603700898922083,0.6131761229764868,0.2841600521649014,0.62466227692534,0.7249770460864069,0.29544262836671276,0.6604025652669446,0.3330175470605732,0.3417227039831151,0.32450429086916605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
