,CL:0000037,CL:0000057,CL:0000084,CL:0000097,CL:0000158,CL:0000186,CL:0000236,CL:0000451,CL:0000499,CL:0000583,CL:0000623,CL:0000624,CL:0000625,CL:0000786,CL:0000860,CL:0000861,CL:0000875,CL:0000990,CL:0002062,CL:0002063,CL:0002138,CL:0002144,CL:0002145,CL:0002399,CL:0002480,CL:0002543,CL:0002632,CL:0002633,CL:0005012,CL:0009089,CL:0010003,CL:0019003,CL:0019019,CL:1000223,CL:1000312,CL:1001568,CL:1001603,CL:2000093,CL:4028004,CL:4028006,CL:0000077,CL:0000192,CL:0000622,CL:0000784,CL:0005006,CL:0019001,CL:4030023,CL:0000313,CL:0002075,CL:0000319
CL:0000319,0.6016908333740741,0.7782997441589763,0.7388608541068811,0.699529733946605,0.37025864718053064,0.6689517333984676,0.6686951975551958,0.7460282052470403,0.7647651403204577,0.7516996665251796,0.7637528189166404,0.6849882104644359,0.6993657793176217,0.6876901380081473,0.8143280365593016,0.7397201442490487,0.7903139427701372,0.7479333353752733,0.6040359168623614,0.5604056604954006,0.6218250164607179,0.7440991040067244,0.6833419908521668,0.7802266808503902,0.416961044896521,0.7544489934070633,0.3462923442533137,0.5401655305867549,0.585658460042947,0.7646717723525193,0.4431384145446232,0.3137095082929699,0.7608219358986233,0.45747027364675485,0.3266842755785391,0.7733217048236651,0.7931706732035508,0.8785890764985698,0.835269329199107,0.7489371100455756,0.5965707431775388,0.7757578565579317,0.3637466415808046,0.736956654516983,0.5460754204395654,0.3214981443711891,0.5885332757535199,0.40478799130828363,0.5474968578479041,0.0
CL:0000451,0.2626678110335121,0.6659829500214857,0.31003730491984743,0.39135629350500084,0.6137387863363607,0.6737741123381323,0.18801531987477715,0.0,0.6932391850240042,0.3696370601304817,0.4941307800359263,0.3727007254419949,0.44445984397125965,0.32117163245952596,0.4171756827179083,0.282915921571355,0.2727542662340584,0.12442776135456173,0.6089690940158458,0.5825915656458595,0.5745190645602648,0.6051787705665973,0.7107926901306397,0.16141073069350761,0.6234253735972349,0.6835208875543493,0.6210942264348662,0.5787517526375038,0.67856874659967,0.6693927091935956,0.5719040055657675,0.6811915457237517,0.6631479558303945,0.4423806736996019,0.6691464765696609,0.6864348441870874,0.2109566718648776,0.7805169806053929,0.7495824335661037,0.7730620665977246,0.6270012777189213,0.7180674969624053,0.6500821905437874,0.18543887752515187,0.5582762362246361,0.5491464646387445,0.6415478522939051,0.6532803258617527,0.6506722898054998,0.7051165932872984
CL:0000499,0.6836176797380965,0.5706859078291956,0.7000667416868337,0.7065120271532135,0.7682652540712306,0.36503226673592104,0.6919811786321103,0.7187268672786179,0.0,0.7735230662696437,0.7447776548538848,0.6871581185186904,0.726718979683943,0.6756408266146519,0.793945929736254,0.7613587867755415,0.7511662558623553,0.7283987923265673,0.6891318637130649,0.7351387011718612,0.5449434249197932,0.658739663841943,0.7909397816238598,0.7451998027317874,0.7542843844118269,0.6546527640414986,0.7774475045852365,0.7000354155426088,0.7581938567524337,0.30567631302814186,0.7261815012833935,0.7665556091960427,0.1604480346534056,0.6413407030479698,0.7619658568166697,0.627069270992203,0.749935620632399,0.429177516854616,0.4290263561534738,0.48943124613471256,0.587660954447223,0.1915016006492099,0.7456765612508643,0.7039934258815398,0.6262237025387655,0.750971537844918,0.6849245752164641,0.7351971987300364,0.6403907641604357,0.7501951180234977
CL:0000583,0.5368644963800729,0.7363217172546078,0.550486642398585,0.5826341513837869,0.6738984664997335,0.8197187510970223,0.43868912168078966,0.38392873036412517,0.8108979589466768,0.0,0.6317638352173448,0.5675254070554877,0.6019813501260282,0.5447551926327807,0.45923114761855105,0.2854611283933318,0.3468335708549249,0.3666263084585646,0.7570554363446232,0.701306093345509,0.7345331480872371,0.7547928878866926,0.8182086454743505,0.3307807501716821,0.6425165508225074,0.7611695366683534,0.6863860923974011,0.6868230065514533,0.7445043005325916,0.7777242477771645,0.7299516287331069,0.6924580284871105,0.7886643390815283,0.6091701809006129,0.6951554233610538,0.8174860840284696,0.3017663772328674,0.80573008045969,0.8318149301788544,0.8019425564605477,0.7087045354784713,0.8106179423883381,0.6016255924878342,0.422657417587121,0.6067489102170728,0.5572403663415111,0.6637297822360909,0.6334707435649527,0.6681634643188604,0.7408075827107711
CL:0000622,0.5088841187463189,0.7790344142051655,0.6121255051186743,0.5973012238617269,0.27751120067684415,0.6885124159478536,0.5788801427754163,0.6384176490860308,0.7569763803635278,0.6012437834528233,0.6361982268897513,0.5865064985384986,0.6098223834715046,0.5388143786347483,0.6876352904445507,0.6323091059758489,0.6571181928239973,0.6471381133348709,0.5244763312221102,0.4721189261024904,0.6210313002042372,0.7140402476153529,0.6449541431646681,0.6738543767932187,0.31799213163438067,0.6605473886664577,0.23135226339702836,0.38816815733969023,0.5715567578278397,0.7808684515250036,0.33779476607912695,0.32248096313219105,0.7614045654251532,0.46914049150651793,0.3136108058349285,0.7506540708150566,0.6616017932356923,0.7423184792465268,0.8338031257264673,0.6615837859091481,0.5970643438925111,0.7764561919462176,0.0,0.600272001007721,0.4341908831427861,0.2502601187247212,0.4895357298876121,0.2544413169877322,0.4478747794514709,0.34578718368616457
CL:0000623,0.4089865833220647,0.8164554364584202,0.26531770173386493,0.41060689121905825,0.6183599276919594,0.7375151346215763,0.43449304096266567,0.5024686203915751,0.7541404097369571,0.6298253921733031,0.0,0.2740487212431307,0.12837665291944417,0.4631232650966471,0.6178756648426703,0.5544264194687198,0.5571909411986188,0.5423820641439091,0.6572279918501124,0.5966829472092321,0.6607319286138219,0.6987325856718236,0.7567707406718333,0.5496121100109734,0.6645923478168595,0.7006344811038345,0.6776575722165469,0.5936862648795997,0.7288397031788918,0.7570863541246677,0.6689783409868775,0.6960224582413318,0.7544965291419492,0.5582051842064734,0.7135816905707522,0.7828123411796406,0.5669261381619569,0.7370159012667853,0.8164472691341477,0.7801532590346557,0.8736423973083618,0.8121289838663185,0.6327766840498668,0.4326305544360403,0.5329846130360424,0.6204336806955719,0.5772961388267718,0.6103271646220472,0.4869349069607203,0.7066508091247221
CL:0000624,0.22342765336619438,0.6961283068408689,0.1452298608197032,0.2531524531332926,0.5201347104937302,0.6425451496807485,0.2502889568328042,0.34194632434321903,0.6534018430146602,0.5230900068701178,0.24856881749160598,0.0,0.17179697358730386,0.22789642865455836,0.5415050714091761,0.4336820996011334,0.4534439428553974,0.39649175639198275,0.49224946761205596,0.4906947479583829,0.5149194233472072,0.5932463815185046,0.7053271650700087,0.4326506890525305,0.5730058929024422,0.6096748875991567,0.5927929879159893,0.4331982349679381,0.6732929564486133,0.6214459760083331,0.5492085071908513,0.6247072653082302,0.6303096450290873,0.3566595445692758,0.6336972387313213,0.6955692692432885,0.44469036148045044,0.6759025872846794,0.7313558154191648,0.7125557268032101,0.6781820364282357,0.6855376182286163,0.5541833331586942,0.28716307642351296,0.35404124747163523,0.5079749613888265,0.4882017972842022,0.5431141252940492,0.34376082674241915,0.613834123072681
CL:0000625,0.34459188110514494,0.7465782120809802,0.1702074517090538,0.3447627123263418,0.5632562336822972,0.6965951523974069,0.3379775347271692,0.4334963791128034,0.718367806394216,0.5800699576591895,0.12206892178106153,0.17931448342591014,0.0,0.3662609724658308,0.5875908010296034,0.4823717057313223,0.5164970090828265,0.47999799437887364,0.5501385744242326,0.5350089392790461,0.5644879548209238,0.6458113966468622,0.7404241963980515,0.5001319998565755,0.6209561290515049,0.6246650146362946,0.6303758135038535,0.49985266185893906,0.713876642377251,0.6963136336082909,0.6212016879855452,0.6542548993035603,0.6991988875858149,0.43980459977582326,0.6731724766599767,0.7419756331086682,0.512917333004453,0.7171943221781908,0.7800516565558964,0.7557385950863793,0.7725527464890255,0.7529503817487653,0.5968282024929377,0.37732160623634353,0.4337412026889725,0.5754892173318311,0.5243823702968619,0.5769956700033968,0.41164538665718237,0.6459199410655935
CL:0000784,0.20795062666750705,0.7557149990765075,0.2365704148148996,0.34673166871452066,0.5428956675106257,0.6523201325824122,0.10075989891587683,0.17073201858405795,0.656546021429868,0.3914864084109075,0.40536086182116476,0.2903646912301535,0.3611248681913496,0.2223661205416254,0.4294360988632269,0.3128109171255493,0.2938018015118098,0.22246803182315833,0.5406606530521638,0.4954681382745513,0.536263589974701,0.5766356336754656,0.6421837973611105,0.2615474606939323,0.6213709304366517,0.6359491699406363,0.5608090868568819,0.5094576651714855,0.6444254234770318,0.6524034324516506,0.5057999638038433,0.6256623758433191,0.6757166367927264,0.3719895250549625,0.6166937548420286,0.6524344047573712,0.28533692279235007,0.7289296932207995,0.7464291023482045,0.751446493090172,0.6381844130357089,0.6983264770371589,0.5606108852381654,0.0,0.44436793625587534,0.5241047498647896,0.5649601190121448,0.5999730668650646,0.4853594759464813,0.655878740102393
CL:0000786,0.2547851767295047,0.7259122039011248,0.29320798303055723,0.32141298808668084,0.520951151908002,0.6423062936656234,0.19012860795971853,0.30720241817421234,0.6466977845066201,0.49039930818445376,0.42202095118106925,0.22912088212017598,0.34907319308385726,0.0,0.5374916337172414,0.4412688365253406,0.4321857444372715,0.357430794491616,0.5883606567668538,0.5174931607729364,0.5489194925555644,0.5948164682899881,0.6484821072116183,0.39663261281494583,0.568880064811023,0.660600445572316,0.5884908973225271,0.4513729294988474,0.5824081835504724,0.6313868099016415,0.5410874754124535,0.5939104770482697,0.6206474754088258,0.3310678239805234,0.6250703168247091,0.6999145652144282,0.42388282346386463,0.713174025522904,0.7336486162633511,0.7191858887229242,0.6299976384533688,0.6623166278019467,0.4846545716350829,0.21531194716094115,0.3028701310177754,0.49182003682300457,0.43985366851925933,0.5411905480572781,0.24343794974922942,0.5876458532661721
CL:0000860,0.5344592391918676,0.7645120245145544,0.595071444655919,0.5939414766446175,0.7169779748692301,0.8308573401807914,0.5100183077030094,0.44864535268999,0.8447692572733533,0.4757075220740234,0.6426117772501211,0.6078020299192918,0.6311395990763742,0.6054734062477172,0.0,0.3130250388104527,0.24919834749754033,0.4263419271877748,0.7792069399182547,0.7568762564619311,0.7820309308268893,0.7900245163713014,0.8361131182864284,0.35276817962289103,0.6983617073798959,0.821681840948589,0.7474878234833381,0.7117119927606521,0.7884071250276596,0.8109762931046797,0.7622907080534481,0.7845754392985038,0.813164018186623,0.6829862548345726,0.7595987889196013,0.8381637801511557,0.3386290222981757,0.8339067895203296,0.8354445605883658,0.8262495527517562,0.7407701019125514,0.8544595123303287,0.7166105039914596,0.47881915193485663,0.6923449515087597,0.6631948012729945,0.6742304027154081,0.7814591839611976,0.7448846461732213,0.8184906191130261
CL:0000861,0.3910686002567194,0.6532319007268782,0.47552520746778826,0.4573887322805642,0.5990357445168614,0.7506993778424929,0.3257194838795367,0.28621606713661885,0.758275173199568,0.27612998198739075,0.5393046159877042,0.45486034854875335,0.4852078849728014,0.4631150388591401,0.29136427103818857,0.0,0.19492392532672945,0.2788552763116778,0.6161134158788888,0.5935112897181877,0.6152731428150171,0.6997089123095739,0.7967319263097707,0.19457011273778793,0.6011055879439925,0.6620221996675681,0.6505160267334336,0.5502577453856866,0.7426929508208128,0.716395738422984,0.6669710788264188,0.6910884547411696,0.7204876934505627,0.4954647280541706,0.6754962077184844,0.7629798801523455,0.19612738137619304,0.7717564146952078,0.7670881940813926,0.765738108533641,0.6721015308165071,0.7851722643958209,0.6217353692446068,0.33120917962022484,0.5238442245176227,0.5726899376418657,0.5554031281744911,0.6104358129080645,0.5347755594172459,0.6883867302024654
CL:0000875,0.3760476130680359,0.6647611075101868,0.4409221943315659,0.4594785280154205,0.6396046457408265,0.7253035513455046,0.34290569846477875,0.27309213687203077,0.738563015871146,0.3365959263327048,0.5397115684949066,0.47663718674856054,0.5177019281437966,0.4539675682843456,0.2326719296390868,0.19568552221212357,0.0,0.2570756835395547,0.6940448160501929,0.6563419419616191,0.658774333203078,0.6791723118788641,0.7570021765872347,0.17565972198382582,0.6288698045472227,0.7247981134311753,0.6765275939335121,0.6018931639542883,0.7050658033810484,0.6949288512807545,0.655316186832445,0.7106027091657966,0.7071250020248716,0.5361972685538183,0.6963590355398889,0.7438585759565381,0.1448802366060381,0.7558972965881487,0.753631677786163,0.7507965659741945,0.6297051539504435,0.7467379692946402,0.6381640203576515,0.3047596796065364,0.5686011605390678,0.5920353825117879,0.6137624641544408,0.6941294790357834,0.6287927062447892,0.7327815726763323
CL:0000990,0.30634920324110765,0.6853880153064368,0.380002760763904,0.46666394277432127,0.6573956956344591,0.6997634090016686,0.24814853459726813,0.1305685382025997,0.7115264860994025,0.37477282557086394,0.5553303093561066,0.45115119661613806,0.5129969815884903,0.39508823993147607,0.4106303078698487,0.2921179510107171,0.2685747940315615,0.0,0.637744158966983,0.597455378383534,0.6136315142723093,0.6418413538097036,0.7433082541326622,0.135866445838474,0.6605506354923137,0.7308299263002787,0.6503310838077826,0.6236862044997179,0.7050899729002619,0.6908338553149015,0.588268335958193,0.70011390032287,0.6969738014917797,0.447792580326179,0.6950138487336415,0.7146415630241921,0.2028896644537914,0.8163488562518197,0.7727987128088226,0.8119550993290926,0.6268895772269026,0.7420025656345723,0.692364422605061,0.25208175438460584,0.609266962013445,0.5570736397388759,0.6735890961845944,0.6601334693105261,0.7346924501869182,0.7461474584891075
CL:0002062,0.5659897973166929,0.7771124746856205,0.5974223342988114,0.5733511134740371,0.5011866035896294,0.710029047945893,0.5304686414905926,0.6281519412378709,0.6780763519848511,0.7071549854801814,0.6213697201070557,0.5081676313009826,0.5451150490165596,0.5973819522875516,0.7245363494995389,0.6120664108125962,0.6888420153488842,0.640753027453643,0.0,0.4711126635020589,0.5764545736254586,0.6562578996824673,0.727568877635547,0.6805950023603113,0.5600071350601225,0.6509171526552119,0.5246122972326556,0.3948158807574671,0.7399063423498382,0.7000440786388729,0.3876116295831995,0.6377888086591704,0.6641616439983132,0.49745421438277126,0.5958436896939574,0.7073196839627856,0.6911666235658712,0.8075752188671528,0.7814888481348263,0.7999097106483419,0.6739445780119475,0.7478118591553118,0.5208840101582052,0.5734862326722963,0.3984233348468636,0.5573246824441271,0.4571357711611386,0.574390949588331,0.30235505888195524,0.5836292924367188
CL:0002063,0.5233830155557921,0.8711825663053901,0.6206690864094249,0.5581302370104758,0.4917970722869888,0.7409124473252936,0.5185664575123152,0.6352913051863458,0.7507769325492633,0.6983077506431002,0.6036543416694202,0.540579946127478,0.5647466216173612,0.5766120162799536,0.7428219866604815,0.6224559578973173,0.6939219114661681,0.6377842923190621,0.5064292678017704,0.0,0.6468193529664944,0.7300348873907085,0.7251539871869892,0.6727011612235854,0.5590679104789922,0.7230168638212663,0.4864246120783691,0.4669557976776844,0.6892971669516778,0.7805674448140569,0.3063452553986299,0.5628957058510977,0.7847561421259341,0.45302388695482165,0.6093837478666172,0.7894175476612972,0.6845927159935293,0.8590625369250123,0.8581134729444759,0.8415339320641296,0.7835853266311441,0.8055460691555973,0.46280604514199997,0.539477502396432,0.4303149176915415,0.5048868686434268,0.4113114724593618,0.509394658826284,0.2900188008885246,0.5383801385514828
CL:0002075,0.23750375006626254,0.7225941369773748,0.43949324073924945,0.3078896854990258,0.3069208725648469,0.5380226819741271,0.38391290798358063,0.5620361742090381,0.5816681819757027,0.6015205958879178,0.4450128365669519,0.33413201534419873,0.3810644376361173,0.2513871472489362,0.639038270366484,0.49198040976532387,0.578891476199795,0.5988455273436292,0.27783483962967037,0.2653373652032215,0.3810196208319253,0.5472506325957787,0.6132403826244054,0.6231879749675031,0.43305936026481867,0.46884971421507055,0.4538569305045739,0.18391165134600462,0.536842330857562,0.5049665872901226,0.40264208701533905,0.5354777322478729,0.561701286446123,0.1679326576832842,0.5208526444970599,0.6319543856148262,0.5993509599107653,0.5545703963160772,0.7065619615535708,0.563303871243755,0.5427410566648501,0.5322065599225685,0.4155706028687139,0.47056759015187605,0.12120078271343461,0.4987746819476467,0.32504701165992816,0.5116797522652844,0.0,0.48617639219576814
CL:0002138,0.48815389648284957,0.5735467031604128,0.5539779886481131,0.509983580056689,0.5740650108435187,0.4601001393829674,0.4814216823179664,0.5423319205861317,0.470160354587793,0.6385260055487919,0.5838631872962726,0.49532834005817583,0.5212407173455684,0.5199018278378098,0.6679325654026853,0.5652115634111434,0.6044087212223765,0.5683350490577198,0.5429019528822239,0.565338489940814,0.0,0.2838254711467443,0.7350729560462986,0.5927125126795009,0.6151472850914719,0.28446060037542853,0.6223679743314247,0.49115063400904346,0.7124265838846601,0.46858086419520517,0.6174900887132101,0.639959564545871,0.3964862383806838,0.4413821820359823,0.6605306110006319,0.3070271887290587,0.5939078058735642,0.5920023299771501,0.509493390555119,0.563180713575279,0.5068789659606854,0.5050604143387518,0.5576778809539166,0.5011743325911021,0.4066344220019623,0.5520923549290715,0.4016270136049424,0.5662955502932816,0.3773813757667671,0.5441401593729511
CL:0002144,0.6172895198450014,0.7353822795151542,0.650732229134932,0.6794658093624146,0.7412107622831119,0.6260651285685603,0.6377670888741876,0.6490290718400393,0.6588403222823804,0.7352316250873778,0.700319931377171,0.6437476541799159,0.6721209915931968,0.6412316429371187,0.7625875881107582,0.7217776497629138,0.7064093164088386,0.6763526785778405,0.6998566722480435,0.7199227366298779,0.3289547098035256,0.0,0.7817517804356611,0.6935724844978959,0.7658462884147581,0.2764331200153503,0.7670016930059599,0.6845581293905874,0.7728219129695941,0.580086061147361,0.7291883711816265,0.7875054812495971,0.5366334230783164,0.660739850985083,0.7972124398189401,0.2363457481746146,0.6898308345952874,0.7137606217616379,0.6568984226992268,0.6851578242512646,0.7142484219784858,0.6576550090858229,0.6971204811992461,0.6192513629003012,0.6118177312161333,0.6460631592426191,0.6471994205895634,0.6601379179178756,0.6172002520469247,0.7239910865441637
